Source,Target,Type,Id,Label,timeset,Weight
PDT,PDT,Directed,0,,,0.514403
PDT,PV,Directed,1,,,0.11294
PDT,PC DO B,Directed,2,,,0.180613
PDT,PSOL,Directed,3,,,0.069959
PDT,MDB,Directed,4,,,0.333791
PDT,PCB,Directed,5,,,0.003201
PDT,PHS,Directed,6,,,0.057613
PDT,PP,Directed,7,,,0.168724
PDT,PT,Directed,8,,,0.144033
PDT,PSL,Directed,9,,,0.042981
PDT,AVANTE,Directed,10,,,0.032922
PDT,PSB,Directed,11,,,0.105624
PDT,PRB,Directed,12,,,0.093278
PDT,PRP,Directed,13,,,0.021033
PDT,DC,Directed,14,,,0.033379
PDT,DEM,Directed,15,,,0.088249
PDT,PCO,Directed,16,,,0.000457
PDT,PTB,Directed,17,,,0.124371
PDT,PODE,Directed,18,,,0.029264
PDT,PPS,Directed,19,,,0.087791
PDT,PRTB,Directed,20,,,0.029264
PDT,PMN,Directed,21,,,0.038866
PDT,PTC,Directed,22,,,0.042981
PDT,PPL,Directed,23,,,0.00503
PDT,PR,Directed,24,,,0.098308
PDT,PSC,Directed,25,,,0.081847
PDT,PSDB,Directed,26,,,0.187929
PDT,PSTU,Directed,27,,,0.000457
PV,PDT,Directed,28,,,0.066301
PV,PV,Directed,29,,,0.196616
PV,PC DO B,Directed,30,,,0.073617
PV,PSOL,Directed,31,,,0.026978
PV,MDB,Directed,32,,,0.09465
PV,PCB,Directed,33,,,0.000914
PV,PHS,Directed,34,,,0.017375
PV,PRP,Directed,35,,,0.015546
PV,PP,Directed,36,,,0.050297
PV,PTB,Directed,37,,,0.03658
PV,PSL,Directed,38,,,0.018747
PV,AVANTE,Directed,39,,,0.01829
PV,PSB,Directed,40,,,0.045725
PV,PRB,Directed,41,,,0.04481
PV,PT,Directed,42,,,0.039323
PV,DC,Directed,43,,,0.014632
PV,DEM,Directed,44,,,0.03155
PV,PODE,Directed,45,,,0.010059
PV,PPS,Directed,46,,,0.045267
PV,PRTB,Directed,47,,,0.020119
PV,PMN,Directed,48,,,0.017833
PV,PTC,Directed,49,,,0.057613
PV,PPL,Directed,50,,,0.000914
PV,PR,Directed,51,,,0.044353
PV,PSC,Directed,52,,,0.034751
PV,PSDB,Directed,53,,,0.088249
PC DO B,PDT,Directed,54,,,0.067215
PC DO B,PV,Directed,55,,,0.038409
PC DO B,PC DO B,Directed,56,,,0.25743
PC DO B,PSOL,Directed,57,,,0.026978
PC DO B,MDB,Directed,58,,,0.078189
PC DO B,PCB,Directed,59,,,0.002286
PC DO B,PHS,Directed,60,,,0.01829
PC DO B,PRP,Directed,61,,,0.006401
PC DO B,PP,Directed,62,,,0.032922
PC DO B,PT,Directed,63,,,0.053041
PC DO B,PSL,Directed,64,,,0.009145
PC DO B,AVANTE,Directed,65,,,0.011431
PC DO B,PSB,Directed,66,,,0.039323
PC DO B,PRB,Directed,67,,,0.029721
PC DO B,PTB,Directed,68,,,0.056699
PC DO B,DC,Directed,69,,,0.009145
PC DO B,DEM,Directed,70,,,0.014632
PC DO B,PODE,Directed,71,,,0.007316
PC DO B,PPS,Directed,72,,,0.025149
PC DO B,PRTB,Directed,73,,,0.007773
PC DO B,PMN,Directed,74,,,0.008688
PC DO B,PTC,Directed,75,,,0.019662
PC DO B,PPL,Directed,76,,,0.001829
PC DO B,PR,Directed,77,,,0.017833
PC DO B,PSC,Directed,78,,,0.025606
PC DO B,PSDB,Directed,79,,,0.039781
PSOL,PDT,Directed,80,,,0.024234
PSOL,PV,Directed,81,,,0.017833
PSOL,PC DO B,Directed,82,,,0.020576
PSOL,PSOL,Directed,83,,,0.293096
PSOL,MDB,Directed,84,,,0.022862
PSOL,PCB,Directed,85,,,0.002743
PSOL,PHS,Directed,86,,,0.005487
PSOL,PP,Directed,87,,,0.010059
PSOL,PMN,Directed,88,,,0.003658
PSOL,PSL,Directed,89,,,0.005944
PSOL,PSB,Directed,90,,,0.011888
PSOL,PRB,Directed,91,,,0.010517
PSOL,PT,Directed,92,,,0.01829
PSOL,DC,Directed,93,,,0.002286
PSOL,DEM,Directed,94,,,0.001829
PSOL,PTB,Directed,95,,,0.00823
PSOL,PODE,Directed,96,,,0.001829
PSOL,PR,Directed,97,,,0.006401
PSOL,PPS,Directed,98,,,0.007773
PSOL,PRTB,Directed,99,,,0.004115
PSOL,PTC,Directed,100,,,0.003201
PSOL,AVANTE,Directed,101,,,0.002743
PSOL,PSC,Directed,102,,,0.009602
PSOL,PSDB,Directed,103,,,0.012803
PSOL,PSTU,Directed,104,,,0.000914
MDB,PDT,Directed,105,,,0.440329
MDB,PV,Directed,106,,,0.187471
MDB,PC DO B,Directed,107,,,0.248285
MDB,PSOL,Directed,108,,,0.085048
MDB,MDB,Directed,109,,,1
MDB,PCB,Directed,110,,,0.004572
MDB,PHS,Directed,111,,,0.070873
MDB,PRP,Directed,112,,,0.049383
MDB,PP,Directed,113,,,0.225423
MDB,PTB,Directed,114,,,0.200732
MDB,PSL,Directed,115,,,0.062643
MDB,AVANTE,Directed,116,,,0.073617
MDB,PSB,Directed,117,,,0.203932
MDB,PRB,Directed,118,,,0.148148
MDB,PT,Directed,119,,,0.224966
MDB,DC,Directed,120,,,0.055784
MDB,DEM,Directed,121,,,0.185642
MDB,PODE,Directed,122,,,0.042981
MDB,PPS,Directed,123,,,0.145862
MDB,PRTB,Directed,124,,,0.04984
MDB,PMN,Directed,125,,,0.061728
MDB,PTC,Directed,126,,,0.062643
MDB,PPL,Directed,127,,,0.012346
MDB,PR,Directed,128,,,0.166895
MDB,PSC,Directed,129,,,0.184271
MDB,PSDB,Directed,130,,,0.320988
MDB,PSTU,Directed,131,,,0.000914
PPS,PDT,Directed,132,,,0.107453
PPS,PV,Directed,133,,,0.076818
PPS,PC DO B,Directed,134,,,0.071788
PPS,PSOL,Directed,135,,,0.037494
PPS,MDB,Directed,136,,,0.173297
PPS,PCB,Directed,137,,,0.003658
PPS,PHS,Directed,138,,,0.016918
PPS,PRP,Directed,139,,,0.023777
PPS,PP,Directed,140,,,0.085963
PPS,PT,Directed,141,,,0.081847
PPS,PSTU,Directed,142,,,0.000457
PPS,PSB,Directed,143,,,0.096022
PPS,PRB,Directed,144,,,0.079561
PPS,PTB,Directed,145,,,0.068587
PPS,DC,Directed,146,,,0.020576
PPS,DEM,Directed,147,,,0.04481
PPS,PODE,Directed,148,,,0.00823
PPS,PR,Directed,149,,,0.080476
PPS,PPS,Directed,150,,,0.212163
PPS,PRTB,Directed,151,,,0.02652
PPS,PMN,Directed,152,,,0.027435
PPS,PTC,Directed,153,,,0.02652
PPS,PPL,Directed,154,,,0.005487
PPS,AVANTE,Directed,155,,,0.014632
PPS,PSC,Directed,156,,,0.070873
PPS,PSDB,Directed,157,,,0.134431
PPS,PSL,Directed,158,,,0.027435
PHS,PDT,Directed,159,,,0.053955
PHS,PV,Directed,160,,,0.019662
PHS,PC DO B,Directed,161,,,0.042067
PHS,PSOL,Directed,162,,,0.01326
PHS,MDB,Directed,163,,,0.052126
PHS,PCB,Directed,164,,,0.001372
PHS,PHS,Directed,165,,,0.061271
PHS,PP,Directed,166,,,0.021948
PHS,PRP,Directed,167,,,0.005944
PHS,PSL,Directed,168,,,0.012346
PHS,PSB,Directed,169,,,0.025606
PHS,PRB,Directed,170,,,0.012346
PHS,PTB,Directed,171,,,0.020576
PHS,PT,Directed,172,,,0.02332
PHS,DC,Directed,173,,,0.010517
PHS,DEM,Directed,174,,,0.015089
PHS,PODE,Directed,175,,,0.006401
PHS,PR,Directed,176,,,0.015546
PHS,PPS,Directed,177,,,0.014175
PHS,PRTB,Directed,178,,,0.004572
PHS,PMN,Directed,179,,,0.017375
PHS,PTC,Directed,180,,,0.011431
PHS,PPL,Directed,181,,,0.000914
PHS,AVANTE,Directed,182,,,0.00823
PHS,PSC,Directed,183,,,0.027892
PHS,PSDB,Directed,184,,,0.030178
PP,PDT,Directed,185,,,0.242341
PP,PV,Directed,186,,,0.09465
PP,PC DO B,Directed,187,,,0.13123
PP,PSOL,Directed,188,,,0.052583
PP,MDB,Directed,189,,,0.354367
PP,PCB,Directed,190,,,0.001829
PP,PHS,Directed,191,,,0.047554
PP,PRP,Directed,192,,,0.019662
PP,PP,Directed,193,,,0.241427
PP,PTB,Directed,194,,,0.126658
PP,PSTU,Directed,195,,,0.000457
PP,AVANTE,Directed,196,,,0.039781
PP,PSB,Directed,197,,,0.11294
PP,PRB,Directed,198,,,0.119342
PP,PT,Directed,199,,,0.13123
PP,DC,Directed,200,,,0.031093
PP,DEM,Directed,201,,,0.102423
PP,PODE,Directed,202,,,0.027435
PP,PPS,Directed,203,,,0.09968
PP,PRTB,Directed,204,,,0.082305
PP,PMN,Directed,205,,,0.039781
PP,PTC,Directed,206,,,0.037037
PP,PPL,Directed,207,,,0.001372
PP,PR,Directed,208,,,0.098308
PP,PSC,Directed,209,,,0.115684
PP,PSDB,Directed,210,,,0.241427
PP,PSL,Directed,211,,,0.037494
SD,PRB,Directed,212,,,0.000457
PMN,PDT,Directed,213,,,0.048011
PMN,PV,Directed,214,,,0.02652
PMN,PC DO B,Directed,215,,,0.037037
PMN,PSOL,Directed,216,,,0.011888
PMN,MDB,Directed,217,,,0.053955
PMN,PCB,Directed,218,,,0.000457
PMN,PHS,Directed,219,,,0.020119
PMN,PP,Directed,220,,,0.028807
PMN,PTB,Directed,221,,,0.022862
PMN,PSL,Directed,222,,,0.010517
PMN,AVANTE,Directed,223,,,0.019662
PMN,PSB,Directed,224,,,0.016461
PMN,PRB,Directed,225,,,0.015089
PMN,PRP,Directed,226,,,0.011431
PMN,PT,Directed,227,,,0.022405
PMN,DC,Directed,228,,,0.006401
PMN,DEM,Directed,229,,,0.020119
PMN,PODE,Directed,230,,,0.013717
PMN,PPS,Directed,231,,,0.015089
PMN,PRTB,Directed,232,,,0.006859
PMN,PMN,Directed,233,,,0.036123
PMN,PTC,Directed,234,,,0.02332
PMN,PPL,Directed,235,,,0.000457
PMN,PR,Directed,236,,,0.020119
PMN,PSC,Directed,237,,,0.02332
PMN,PSDB,Directed,238,,,0.035665
PSL,PDT,Directed,239,,,0.037494
PSL,PV,Directed,240,,,0.020576
PSL,PC DO B,Directed,241,,,0.028349
PSL,PSOL,Directed,242,,,0.01326
PSL,MDB,Directed,243,,,0.045267
PSL,PCB,Directed,244,,,0.000457
PSL,PHS,Directed,245,,,0.007773
PSL,PRP,Directed,246,,,0.021033
PSL,PP,Directed,247,,,0.03155
PSL,PT,Directed,248,,,0.025606
PSL,PSL,Directed,249,,,0.060357
PSL,AVANTE,Directed,250,,,0.050297
PSL,PSB,Directed,251,,,0.027892
PSL,PRB,Directed,252,,,0.056699
PSL,PTB,Directed,253,,,0.021033
PSL,DC,Directed,254,,,0.013717
PSL,DEM,Directed,255,,,0.00823
PSL,PODE,Directed,256,,,0.01829
PSL,PPS,Directed,257,,,0.021948
PSL,PRTB,Directed,258,,,0.016004
PSL,PMN,Directed,259,,,0.008688
PSL,PTC,Directed,260,,,0.012803
PSL,PPL,Directed,261,,,0.000457
PSL,PR,Directed,262,,,0.026978
PSL,PSC,Directed,263,,,0.02652
PSL,PSDB,Directed,264,,,0.069959
PSL,PSTU,Directed,265,,,0.000457
AVANTE,PDT,Directed,266,,,0.026978
AVANTE,PV,Directed,267,,,0.016004
AVANTE,PC DO B,Directed,268,,,0.03155
AVANTE,PSOL,Directed,269,,,0.010974
AVANTE,MDB,Directed,270,,,0.05487
AVANTE,PCB,Directed,271,,,0.000914
AVANTE,PHS,Directed,272,,,0.012803
AVANTE,PP,Directed,273,,,0.020119
