Source,Target,Type,Id,Label,timeset,Weight
PDT,PDT,Directed,0,,,0.146168
PDT,PV,Directed,1,,,0.149733
PDT,PATRI,Directed,2,,,0.194296
PDT,PC DO B,Directed,3,,,0.098039
PDT,PSOL,Directed,4,,,0.065954
PDT,MDB,Directed,5,,,0.114082
PDT,PCB,Directed,6,,,0.003565
PDT,PHS,Directed,7,,,0.117647
PDT,NOVO,Directed,8,,,0.081996
PDT,PROS,Directed,9,,,0.178253
PDT,PP,Directed,10,,,0.201426
PDT,PPS,Directed,11,,,0.085561
PDT,PTB,Directed,12,,,0.13369
PDT,PSL,Directed,13,,,0.402852
PDT,PSB,Directed,14,,,0.11943
PDT,PRB,Directed,15,,,0.110517
PDT,PRP,Directed,16,,,0.076649
PDT,PT,Directed,17,,,0.087344
PDT,PMB,Directed,18,,,0.069519
PDT,DEM,Directed,19,,,0.103387
PDT,PCO,Directed,20,,,0.037433
PDT,DC,Directed,21,,,0.089127
PDT,SD,Directed,22,,,0.265597
PDT,PODE,Directed,23,,,0.278075
PDT,PR,Directed,24,,,0.096257
PDT,PSD,Directed,25,,,0.128342
PDT,PRTB,Directed,26,,,0.069519
PDT,PMN,Directed,27,,,0.112299
PDT,PTC,Directed,28,,,0.099822
PDT,PPL,Directed,29,,,0.073084
PDT,AVANTE,Directed,30,,,0.12656
PDT,REDE,Directed,31,,,0.108734
PDT,PSC,Directed,32,,,0.096257
PDT,PSDB,Directed,33,,,0.117647
PDT,PSTU,Directed,34,,,0.008913
PV,PDT,Directed,35,,,0.085561
PV,PV,Directed,36,,,0.039216
PV,PSL,Directed,37,,,0.276292
PV,PATRI,Directed,38,,,0.087344
PV,PC DO B,Directed,39,,,0.02852
PV,PSOL,Directed,40,,,0.040998
PV,MDB,Directed,41,,,0.064171
PV,PCB,Directed,42,,,0.001783
PV,PHS,Directed,43,,,0.065954
PV,PRP,Directed,44,,,0.064171
PV,PP,Directed,45,,,0.062389
PV,PTB,Directed,46,,,0.046346
PV,PROS,Directed,47,,,0.165775
PV,NOVO,Directed,48,,,0.074866
PV,PSB,Directed,49,,,0.139037
PV,PSD,Directed,50,,,0.083779
PV,PRB,Directed,51,,,0.087344
PV,PT,Directed,52,,,0.039216
PV,DC,Directed,53,,,0.060606
PV,DEM,Directed,54,,,0.044563
PV,PCO,Directed,55,,,0.010695
PV,PMB,Directed,56,,,0.049911
PV,SD,Directed,57,,,0.114082
PV,PODE,Directed,58,,,0.165775
PV,PR,Directed,59,,,0.048128
PV,PPS,Directed,60,,,0.071301
PV,PRTB,Directed,61,,,0.067736
PV,REDE,Directed,62,,,0.080214
PV,PMN,Directed,63,,,0.060606
PV,PTC,Directed,64,,,0.035651
PV,PPL,Directed,65,,,0.039216
PV,AVANTE,Directed,66,,,0.110517
PV,PSC,Directed,67,,,0.048128
PV,PSDB,Directed,68,,,0.078431
PV,PSTU,Directed,69,,,0.001783
PATRI,PDT,Directed,70,,,0.02852
PATRI,PV,Directed,71,,,0.442068
PATRI,PATRI,Directed,72,,,0.039216
PATRI,PC DO B,Directed,73,,,0.016043
PATRI,PSOL,Directed,74,,,0.02139
PATRI,MDB,Directed,75,,,0.074866
PATRI,PPS,Directed,76,,,0.017825
PATRI,PHS,Directed,77,,,0.035651
PATRI,NOVO,Directed,78,,,0.012478
PATRI,PP,Directed,79,,,0.017825
PATRI,PRP,Directed,80,,,0.058824
PATRI,PROS,Directed,81,,,0.049911
PATRI,PTB,Directed,82,,,0.016043
PATRI,PSB,Directed,83,,,0.024955
PATRI,PSD,Directed,84,,,0.030303
PATRI,PRB,Directed,85,,,0.032086
PATRI,PT,Directed,86,,,0.01426
PATRI,PMB,Directed,87,,,0.023173
PATRI,DEM,Directed,88,,,0.026738
PATRI,DC,Directed,89,,,0.058824
PATRI,SD,Directed,90,,,0.033868
PATRI,PODE,Directed,91,,,0.101604
PATRI,PR,Directed,92,,,0.016043
PATRI,PRTB,Directed,93,,,0.037433
PATRI,PMN,Directed,94,,,0.035651
PATRI,PTC,Directed,95,,,0.058824
PATRI,PPL,Directed,96,,,0.023173
PATRI,AVANTE,Directed,97,,,0.053476
PATRI,REDE,Directed,98,,,0.051693
PATRI,PSC,Directed,99,,,0.048128
PATRI,PSDB,Directed,100,,,0.023173
PATRI,PSL,Directed,101,,,0.499109
PC DO B,PDT,Directed,102,,,0.112299
PC DO B,PV,Directed,103,,,0.060606
PC DO B,PATRI,Directed,104,,,0.078431
PC DO B,AVANTE,Directed,105,,,0.069519
PC DO B,PSOL,Directed,106,,,0.046346
PC DO B,MDB,Directed,107,,,0.049911
PC DO B,PCB,Directed,108,,,0.001783
PC DO B,PHS,Directed,109,,,0.040998
PC DO B,NOVO,Directed,110,,,0.016043
PC DO B,PP,Directed,111,,,0.074866
PC DO B,PT,Directed,112,,,0.081996
PC DO B,PSL,Directed,113,,,0.156863
PC DO B,PMN,Directed,114,,,0.057041
PC DO B,PSB,Directed,115,,,0.080214
PC DO B,PROS,Directed,116,,,0.078431
PC DO B,PSD,Directed,117,,,0.039216
PC DO B,PC DO B,Directed,118,,,0.042781
PC DO B,PRB,Directed,119,,,0.040998
PC DO B,PTB,Directed,120,,,0.048128
PC DO B,PMB,Directed,121,,,0.053476
PC DO B,DEM,Directed,122,,,0.046346
PC DO B,PCO,Directed,123,,,0.037433
PC DO B,DC,Directed,124,,,0.037433
PC DO B,SD,Directed,125,,,0.115865
PC DO B,PODE,Directed,126,,,0.073084
PC DO B,PPS,Directed,127,,,0.046346
PC DO B,PRTB,Directed,128,,,0.026738
PC DO B,REDE,Directed,129,,,0.024955
PC DO B,PTC,Directed,130,,,0.037433
PC DO B,PRP,Directed,131,,,0.02852
PC DO B,PPL,Directed,132,,,0.042781
PC DO B,PR,Directed,133,,,0.035651
PC DO B,PSC,Directed,134,,,0.02852
PC DO B,PSDB,Directed,135,,,0.033868
PC DO B,PSTU,Directed,136,,,0.003565
PSOL,PDT,Directed,137,,,0.037433
PSOL,PV,Directed,138,,,0.012478
PSOL,PATRI,Directed,139,,,0.019608
PSOL,PC DO B,Directed,140,,,0.033868
PSOL,PSOL,Directed,141,,,0.033868
PSOL,MDB,Directed,142,,,0.023173
PSOL,PPS,Directed,143,,,0.00713
PSOL,PHS,Directed,144,,,0.01426
PSOL,NOVO,Directed,145,,,0.01426
PSOL,PP,Directed,146,,,0.035651
PSOL,SD,Directed,147,,,0.040998
PSOL,PMN,Directed,148,,,0.023173
PSOL,PSL,Directed,149,,,0.103387
PSOL,AVANTE,Directed,150,,,0.030303
PSOL,PSB,Directed,151,,,0.026738
PSOL,PROS,Directed,152,,,0.053476
PSOL,PRB,Directed,153,,,0.02139
PSOL,PT,Directed,154,,,0.030303
PSOL,PMB,Directed,155,,,0.032086
PSOL,DEM,Directed,156,,,0.012478
PSOL,PCO,Directed,157,,,0.023173
PSOL,DC,Directed,158,,,0.008913
PSOL,PTB,Directed,159,,,0.01426
PSOL,PODE,Directed,160,,,0.044563
PSOL,PSD,Directed,161,,,0.02139
PSOL,PRTB,Directed,162,,,0.023173
PSOL,REDE,Directed,163,,,0.058824
PSOL,PCB,Directed,164,,,0.003565
PSOL,PTC,Directed,165,,,0.019608
PSOL,PRP,Directed,166,,,0.032086
PSOL,PPL,Directed,167,,,0.032086
PSOL,PR,Directed,168,,,0.01426
PSOL,PSC,Directed,169,,,0.017825
PSOL,PSDB,Directed,170,,,0.012478
PSOL,PSTU,Directed,171,,,0.008913
MDB,PDT,Directed,172,,,0.27451
MDB,PV,Directed,173,,,0.204991
MDB,PATRI,Directed,174,,,0.237077
MDB,PC DO B,Directed,175,,,0.058824
MDB,PSOL,Directed,176,,,0.083779
MDB,MDB,Directed,177,,,0.229947
MDB,PHS,Directed,178,,,0.15508
MDB,NOVO,Directed,179,,,0.146168
MDB,PROS,Directed,180,,,0.270945
MDB,PP,Directed,181,,,0.361854
MDB,REDE,Directed,182,,,0.103387
MDB,PSL,Directed,183,,,0.600713
MDB,AVANTE,Directed,184,,,0.206774
MDB,PTB,Directed,185,,,0.165775
MDB,PSB,Directed,186,,,0.262032
MDB,PSD,Directed,187,,,0.245989
MDB,PRB,Directed,188,,,0.165775
MDB,PT,Directed,189,,,0.165775
MDB,DC,Directed,190,,,0.149733
MDB,DEM,Directed,191,,,0.249554
MDB,PCO,Directed,192,,,0.042781
MDB,PMB,Directed,193,,,0.114082
MDB,SD,Directed,194,,,0.292335
MDB,PODE,Directed,195,,,0.313726
MDB,PPS,Directed,196,,,0.114082
MDB,PRTB,Directed,197,,,0.105169
MDB,PMN,Directed,198,,,0.14795
MDB,PTC,Directed,199,,,0.158645
MDB,PRP,Directed,200,,,0.149733
MDB,PPL,Directed,201,,,0.049911
MDB,PR,Directed,202,,,0.121212
MDB,PSC,Directed,203,,,0.128342
MDB,PSDB,Directed,204,,,0.237077
MDB,PSTU,Directed,205,,,0.00713
PCB,PDT,Directed,206,,,0.001783
PCB,PV,Directed,207,,,0.003565
PCB,PC DO B,Directed,208,,,0.005348
PCB,PSOL,Directed,209,,,0.010695
PCB,MDB,Directed,210,,,0.001783
PCB,NOVO,Directed,211,,,0.001783
PCB,PROS,Directed,212,,,0.001783
PCB,PMN,Directed,213,,,0.001783
PCB,PSL,Directed,214,,,0.003565
PCB,AVANTE,Directed,215,,,0.003565
PCB,PTB,Directed,216,,,0.001783
PCB,PSB,Directed,217,,,0.005348
PCB,PRB,Directed,218,,,0.001783
PCB,PT,Directed,219,,,0.003565
PCB,PMB,Directed,220,,,0.001783
PCB,DEM,Directed,221,,,0.001783
PCB,PCO,Directed,222,,,0.001783
PCB,DC,Directed,223,,,0.00713
PCB,SD,Directed,224,,,0.001783
PCB,PODE,Directed,225,,,0.005348
PCB,PSD,Directed,226,,,0.001783
PCB,PRTB,Directed,227,,,0.001783
PCB,REDE,Directed,228,,,0.001783
PCB,PTC,Directed,229,,,0.003565
PCB,PRP,Directed,230,,,0.001783
PCB,PPL,Directed,231,,,0.005348
PCB,PR,Directed,232,,,0.001783
PCB,PSDB,Directed,233,,,0.003565
PHS,PDT,Directed,234,,,0.060606
PHS,PV,Directed,235,,,0.062389
PHS,PATRI,Directed,236,,,0.094474
PHS,PC DO B,Directed,237,,,0.033868
PHS,PSOL,Directed,238,,,0.033868
PHS,MDB,Directed,239,,,0.055258
PHS,PCB,Directed,240,,,0.003565
PHS,PHS,Directed,241,,,0.039216
PHS,NOVO,Directed,242,,,0.030303
PHS,PROS,Directed,243,,,0.076649
PHS,PP,Directed,244,,,0.060606
PHS,PPS,Directed,245,,,0.030303
PHS,PRP,Directed,246,,,0.083779
PHS,PSL,Directed,247,,,0.14795
PHS,AVANTE,Directed,248,,,0.139037
PHS,PSB,Directed,249,,,0.039216
PHS,PRB,Directed,250,,,0.032086
PHS,PTB,Directed,251,,,0.035651
PHS,PT,Directed,252,,,0.024955
PHS,PMB,Directed,253,,,0.046346
PHS,DEM,Directed,254,,,0.035651
PHS,PCO,Directed,255,,,0.003565
PHS,DC,Directed,256,,,0.049911
PHS,SD,Directed,257,,,0.115865
PHS,PODE,Directed,258,,,0.144385
PHS,PSD,Directed,259,,,0.062389
PHS,PRTB,Directed,260,,,0.074866
PHS,PMN,Directed,261,,,0.065954
PHS,PTC,Directed,262,,,0.055258
PHS,PPL,Directed,263,,,0.033868
PHS,PR,Directed,264,,,0.033868
PHS,REDE,Directed,265,,,0.032086
PHS,PSC,Directed,266,,,0.032086
PHS,PSDB,Directed,267,,,0.060606
NOVO,PDT,Directed,268,,,0.005348
NOVO,PV,Directed,269,,,0.00713
NOVO,PATRI,Directed,270,,,0.024955
NOVO,PSOL,Directed,271,,,0.001783
NOVO,MDB,Directed,272,,,0.008913
NOVO,PPS,Directed,273,,,0.012478
NOVO,PHS,Directed,274,,,0.005348
NOVO,NOVO,Directed,275,,,0.00713
NOVO,PP,Directed,276,,,0.00713
NOVO,PMN,Directed,277,,,0.005348
NOVO,PSL,Directed,278,,,0.14082
NOVO,PTB,Directed,279,,,0.010695
NOVO,PSB,Directed,280,,,0.010695
NOVO,PROS,Directed,281,,,0.016043
NOVO,PRB,Directed,282,,,0.00713
NOVO,PRP,Directed,283,,,0.016043
NOVO,DC,Directed,284,,,0.008913
NOVO,DEM,Directed,285,,,0.01426
NOVO,PCO,Directed,286,,,0.003565
NOVO,PMB,Directed,287,,,0.003565
NOVO,SD,Directed,288,,,0.016043
NOVO,PODE,Directed,289,,,0.023173
NOVO,PR,Directed,290,,,0.003565
NOVO,PSD,Directed,291,,,0.005348
NOVO,PRTB,Directed,292,,,0.010695
NOVO,REDE,Directed,293,,,0.005348
NOVO,PTC,Directed,294,,,0.005348
NOVO,PPL,Directed,295,,,0.01426
NOVO,AVANTE,Directed,296,,,0.010695
NOVO,PSC,Directed,297,,,0.001783
NOVO,PSDB,Directed,298,,,0.003565
PP,PDT,Directed,299,,,0.139037
PP,PV,Directed,300,,,0.139037
PP,PSL,Directed,301,,,0.358289
PP,PATRI,Directed,302,,,0.14795
PP,PC DO B,Directed,303,,,0.067736
PP,PSOL,Directed,304,,,0.057041
PP,NOVO,Directed,305,,,0.078431
PP,MDB,Directed,306,,,0.131907
PP,PCB,Directed,307,,,0.008913
PP,PHS,Directed,308,,,0.092692
PP,PRP,Directed,309,,,0.081996
PP,PP,Directed,310,,,0.156863
PP,PTB,Directed,311,,,0.106952
PP,PROS,Directed,312,,,0.167558
PP,AVANTE,Directed,313,,,0.090909
PP,PMN,Directed,314,,,0.105169
PP,PSB,Directed,315,,,0.139037
PP,PRB,Directed,316,,,0.156863
PP,PT,Directed,317,,,0.076649
PP,PSD,Directed,318,,,0.115865
PP,DEM,Directed,319,,,0.110517
PP,PCO,Directed,320,,,0.001783
PP,DC,Directed,321,,,0.065954
PP,SD,Directed,322,,,0.206774
PP,PODE,Directed,323,,,0.16934
PP,PPS,Directed,324,,,0.058824
PP,PRTB,Directed,325,,,0.13369
PP,REDE,Directed,326,,,0.062389
PP,PMB,Directed,327,,,0.090909
PP,PTC,Directed,328,,,0.110517
PP,PPL,Directed,329,,,0.090909
PP,PR,Directed,330,,,0.122995
PP,PSC,Directed,331,,,0.083779
PP,PSDB,Directed,332,,,0.181818
PP,PSTU,Directed,333,,,0.012478
SD,PDT,Directed,334,,,0.046346
SD,PV,Directed,335,,,0.042781
SD,PATRI,Directed,336,,,0.085561
SD,PC DO B,Directed,337,,,0.032086
SD,PSOL,Directed,338,,,0.026738
SD,MDB,Directed,339,,,0.044563
SD,PPS,Directed,340,,,0.032086
SD,PHS,Directed,341,,,0.055258
SD,NOVO,Directed,342,,,0.026738
SD,PROS,Directed,343,,,0.12656
SD,PP,Directed,344,,,0.085561
SD,PTB,Directed,345,,,0.245989
SD,PSL,Directed,346,,,0.235294
SD,AVANTE,Directed,347,,,0.044563
SD,PSB,Directed,348,,,0.046346
SD,PSD,Directed,349,,,0.049911
SD,PRB,Directed,350,,,0.504456
SD,PT,Directed,351,,,0.017825
SD,DC,Directed,352,,,0.024955
SD,DEM,Directed,353,,,0.044563
SD,PCO,Directed,354,,,0.005348
SD,PMB,Directed,355,,,0.030303
SD,SD,Directed,356,,,0.040998
SD,PODE,Directed,357,,,0.099822
SD,PRP,Directed,358,,,0.037433
SD,PRTB,Directed,359,,,0.040998
SD,PMN,Directed,360,,,0.087344
SD,PTC,Directed,361,,,0.042781
SD,PPL,Directed,362,,,0.044563
SD,PR,Directed,363,,,0.042781
SD,REDE,Directed,364,,,0.017825
SD,PSC,Directed,365,,,0.033868
SD,PSDB,Directed,366,,,0.060606
PMN,PDT,Directed,367,,,0.048128
PMN,PV,Directed,368,,,0.049911
PMN,PATRI,Directed,369,,,0.071301
PMN,PC DO B,Directed,370,,,0.01426
PMN,PSOL,Directed,371,,,0.02852
PMN,MDB,Directed,372,,,0.017825
PMN,PPS,Directed,373,,,0.01426
PMN,PHS,Directed,374,,,0.040998
PMN,NOVO,Directed,375,,,0.023173
PMN,PP,Directed,376,,,0.057041
PMN,PMN,Directed,377,,,0.023173
PMN,PSTU,Directed,378,,,0.003565
PMN,AVANTE,Directed,379,,,0.035651
PMN,PTB,Directed,380,,,0.037433
PMN,PSB,Directed,381,,,0.033868
PMN,PROS,Directed,382,,,0.048128
PMN,PRB,Directed,383,,,0.02852
PMN,PRP,Directed,384,,,0.037433
PMN,PT,Directed,385,,,0.035651
PMN,DC,Directed,386,,,0.019608
PMN,DEM,Directed,387,,,0.035651
PMN,PCO,Directed,388,,,0.001783
PMN,PMB,Directed,389,,,0.02852
PMN,SD,Directed,390,,,0.067736
PMN,PODE,Directed,391,,,0.073084
PMN,PSD,Directed,392,,,0.037433
PMN,PRTB,Directed,393,,,0.048128
PMN,REDE,Directed,394,,,0.019608
PMN,PTC,Directed,395,,,0.042781
PMN,PPL,Directed,396,,,0.019608
PMN,PR,Directed,397,,,0.023173
PMN,PSC,Directed,398,,,0.039216
PMN,PSDB,Directed,399,,,0.02852
PMN,PSL,Directed,400,,,0.11943
PROS,PDT,Directed,401,,,0.032086
PROS,PV,Directed,402,,,0.012478
PROS,PATRI,Directed,403,,,0.055258
PROS,PC DO B,Directed,404,,,0.02139
PROS,PSOL,Directed,405,,,0.012478
PROS,MDB,Directed,406,,,0.035651
PROS,PHS,Directed,407,,,0.048128
PROS,NOVO,Directed,408,,,0.005348
PROS,PP,Directed,409,,,0.048128
PROS,PMN,Directed,410,,,0.035651
PROS,PROS,Directed,411,,,0.042781
PROS,AVANTE,Directed,412,,,0.071301
PROS,PTB,Directed,413,,,0.030303
PROS,PSB,Directed,414,,,0.055258
PROS,PSD,Directed,415,,,0.062389
PROS,PRB,Directed,416,,,0.02852
PROS,PT,Directed,417,,,0.026738
PROS,DC,Directed,418,,,0.032086
